"","orig.ident","nCount_RNA","nFeature_RNA","integrated_snn_res.3.4","seurat_clusters","cl.conserv","cl.HC.LC.split","cl.Ab.split.3","cl.Ab.split.4","diameter","drg_level","drg_location","batch","donor","cl.conserv_final"
"N3-RT11-98","SeuratProject",160497,6376,"12","12","NP3","NP3","NP3","NP3",44.5308789,"thoracic","thoracic 11",2,"N3","hPEP.SST"
"N3-RT11-99","SeuratProject",134333,6932,"12","12","NP3","NP3","NP3","NP3",45.18510219,"thoracic","thoracic 11",2,"N3","hPEP.SST"
"N3-RT11-100","SeuratProject",144198,5388,"11","11","Ad.LTMR","Ad.LTMR.LC","Ad.LTMR","Ad.LTMR",37.8033428,"thoracic","thoracic 11",2,"N3","hAd.LTMR"
"N3-RT11-101","SeuratProject",475635,12573,"5","5","Ab.LTMR","Ab.LTMR","Ab.LTMR.1","Ab.LTMR.12",69.97847411,"thoracic","thoracic 11",2,"N3","hAb.LTMR"
"N3-RT11-102","SeuratProject",464907,12554,"9","9","PEP1.3","PEP1.3","PEP1.3","PEP1.3",47.02433075,"thoracic","thoracic 11",2,"N3","hPEP.TRPV1/A1.1"
"N3-RT11-103","SeuratProject",291555,11547,"8","8","PEP.H4","PEP.H4","PEP.H4","PEP.H4",55.17398028,"thoracic","thoracic 11",2,"N3","hPEP.PIEZOh"
"N3-RT11-104","SeuratProject",141782,5884,"14","14","PEP.H0","PEP.H0","PEP.H0","PEP.H0",59.91045266,"thoracic","thoracic 11",2,"N3","hPEP.KIT"
"N3-RT11-105","SeuratProject",631092,10488,"13","13","Ad.LTMR","Ad.LTMR.HC","Ad.LTMR","Ad.LTMR",50.56347545,"thoracic","thoracic 11",2,"N3","hAd.LTMR"
"N3-RT11-106","SeuratProject",280026,8149,"6","6","PEP.H5","PEP.H5","PEP.H5","PEP.H5",50.5886502,"thoracic","thoracic 11",2,"N3","hPEP.CHRNA7"
"N3-RT11-107","SeuratProject",512205,12240,"8","8","PEP.H4","PEP.H4","PEP.H4","PEP.H4",46.70181343,"thoracic","thoracic 11",2,"N3","hPEP.PIEZOh"
"N3-RT11-108","SeuratProject",211409,7348,"4","4","PEP.H8","PEP.H8.LC","PEP.H8","PEP.H8",55.3251111,"thoracic","thoracic 11",2,"N3","hPEP.NTRK3"
"N3-RT11-109","SeuratProject",171113,9032,"6","6","PEP.H5","PEP.H5","PEP.H5","PEP.H5",49.89171627,"thoracic","thoracic 11",2,"N3","hPEP.CHRNA7"
"N3-RT11-110","SeuratProject",288188,12203,"10","10","NP1","NP1","NP1","NP1",51.54853029,"thoracic","thoracic 11",2,"N3","hNP1"
"N3-RT11-111","SeuratProject",420146,13016,"8","8","PEP.H4","PEP.H4","PEP.H4","PEP.H4",64.85972192,"thoracic","thoracic 11",2,"N3","hPEP.PIEZOh"
"N3-RT11-112","SeuratProject",159534,7360,"5","5","Ab.LTMR","Ab.LTMR","Ab.LTMR.1","Ab.LTMR.14",56.03399656,"thoracic","thoracic 11",2,"N3","hAb.LTMR"
"N3-RT11-114","SeuratProject",132982,8044,"12","12","NP3","NP3","NP3","NP3",54.87450751,"thoracic","thoracic 11",2,"N3","hPEP.SST"
"N3-RT11-115","SeuratProject",112928,6675,"6","6","PEP.H5","PEP.H5","PEP.H5","PEP.H5",49.40445576,"thoracic","thoracic 11",2,"N3","hPEP.CHRNA7"
"N3-RT11-116","SeuratProject",131388,9012,"5","5","Ab.LTMR","Ab.LTMR","Ab.LTMR.1","Ab.LTMR.14",59.48388652,"thoracic","thoracic 11",2,"N3","hAb.LTMR"
"N3-RT11-117","SeuratProject",112308,7118,"6","6","PEP.H5","PEP.H5","PEP.H5","PEP.H5",44.12236731,"thoracic","thoracic 11",2,"N3","hPEP.CHRNA7"
"N3-RT11-118","SeuratProject",130115,8305,"16","16","NP2","NP2","NP2","NP2",50.27305978,"thoracic","thoracic 11",2,"N3","hNP2"
"N3-RT11-119","SeuratProject",161907,8416,"4","4","PEP.H8","PEP.H8.LC","PEP.H8","PEP.H8",56.94682762,"thoracic","thoracic 11",2,"N3","hPEP.NTRK3"
"N3-RT11-120","SeuratProject",154928,7789,"6","6","PEP.H5","PEP.H5","PEP.H5","PEP.H5",48.13830087,"thoracic","thoracic 11",2,"N3","hPEP.CHRNA7"
"N3-RT11-122","SeuratProject",166393,9562,"7","7","Ab.LTMR","Ab.LTMR","Ab.LTMR.2","Ab.LTMR.12",49.02934123,"thoracic","thoracic 11",2,"N3","hAb.LTMR"
"N3-RT11-124","SeuratProject",42891,5799,"1","1","NP1","NP1","NP1","NP1",47.61974032,"thoracic","thoracic 11",2,"N3","hNP1"
"N3-RT11-125","SeuratProject",168541,7971,"14","14","PEP3","PEP3","PEP3","PEP3",45.82108734,"thoracic","thoracic 11",2,"N3","hPEP.KIT"
"N3-RT11-126","SeuratProject",158741,8303,"0","0","Un.Gi","Un.Gi","Un.Gi","Un.Gi",49.81509726,"thoracic","thoracic 11",2,"N3","hATF3"
"N3-RT11-127","SeuratProject",123632,7999,"1","1","NP1","NP1","NP1","NP1",45.03632566,"thoracic","thoracic 11",2,"N3","hNP1"
"N3-RT11-128","SeuratProject",138228,7734,"3","3","TRPM8","TRPM8","TRPM8","TRPM8",40.3701207,"thoracic","thoracic 11",2,"N3","hTRPM8"
"N3-RT11-129","SeuratProject",202415,9673,"2","2","PEP.H0","PEP.H0","PEP.H0","PEP.H0",44.32390609,"thoracic","thoracic 11",3,"N3","hPEP.0"
"N3-RT11-130","SeuratProject",141535,8728,"11","11","Ad.LTMR","Ad.LTMR.LC","Ad.LTMR","Ad.LTMR",47.41878398,"thoracic","thoracic 11",3,"N3","hAd.LTMR"
"N3-RT11-131","SeuratProject",263382,12413,"8","8","PEP.H4","PEP.H4","PEP.H4","PEP.H4",42.90809263,"thoracic","thoracic 11",3,"N3","hPEP.PIEZOh"
"N3-RT11-132","SeuratProject",87207,6456,"11","11","Ad.LTMR","Ad.LTMR.LC","Ad.LTMR","Ad.LTMR",41.59726639,"thoracic","thoracic 11",3,"N3","hAd.LTMR"
"N3-RT11-133","SeuratProject",60445,5623,"2","2","PEP.H0","PEP.H0","PEP.H0","PEP.H0",49.31417212,"thoracic","thoracic 11",3,"N3","hPEP.0"
"N3-RT11-135","SeuratProject",78137,7118,"11","11","Ad.LTMR","Ad.LTMR.LC","Ad.LTMR","Ad.LTMR",52.41804064,"thoracic","thoracic 11",3,"N3","hAd.LTMR"
"N3-RT11-136","SeuratProject",94118,8161,"5","5","Ab.LTMR","Ab.LTMR","Ab.LTMR.1","Ab.LTMR.12",60.19667604,"thoracic","thoracic 11",3,"N3","hAb.LTMR"
"N3-RT11-137","SeuratProject",80534,6773,"6","6","PEP.H5","PEP.H5","PEP.H5","PEP.H5",57.76816514,"thoracic","thoracic 11",3,"N3","hPEP.CHRNA7"
"N3-RT11-138","SeuratProject",64141,6475,"2","2","PEP.H0","PEP.H0","PEP.H0","PEP.H0",53.82025654,"thoracic","thoracic 11",3,"N3","hPEP.0"
"N3-RT11-139","SeuratProject",80754,5643,"6","6","PEP.H5","PEP.H5","PEP.H5","PEP.H5",46.08430966,"thoracic","thoracic 11",3,"N3","hPEP.CHRNA7"
"N3-RT11-140","SeuratProject",218188,11454,"15","15","PEP.H4.15","PEP.H4.15","PEP.H4.15","PEP.H4.15",44.68153579,"thoracic","thoracic 11",3,"N3","hPEP.TRPV1/A1.2"
"N3-RT11-141","SeuratProject",85332,7078,"2","2","PEP.H0","PEP.H0","PEP.H0","PEP.H0",57.94422091,"thoracic","thoracic 11",3,"N3","hPEP.0"
"N3-RT11-143","SeuratProject",54049,5331,"1","1","NP1","NP1","NP1","NP1",39.33174384,"thoracic","thoracic 11",3,"N3","hNP1"
"N3-RT11-144","SeuratProject",167608,11316,"15","15","PEP.H4.15","PEP.H4.15","PEP.H4.15","PEP.H4.15",44.79537428,"thoracic","thoracic 11",3,"N3","hPEP.TRPV1/A1.2"
"N3-RT11-145","SeuratProject",75419,7395,"10","10","NP1","NP1","NP1","NP1",48.21758443,"thoracic","thoracic 11",3,"N3","hNP1"
"N3-RT11-146","SeuratProject",76511,6640,"9","9","PEP1.3","PEP1.3","PEP1.3","PEP1.3",58.46920759,"thoracic","thoracic 11",3,"N3","hPEP.TRPV1/A1.1"
"N3-RT11-147","SeuratProject",294063,12026,"8","8","PEP.H4","PEP.H4","PEP.H4","PEP.H4",59.09734453,"thoracic","thoracic 11",3,"N3","hPEP.PIEZOh"
"N3-RT11-148","SeuratProject",98520,6005,"2","2","PEP.H0","PEP.H0","PEP.H0","PEP.H0",53.18964483,"thoracic","thoracic 11",3,"N3","hPEP.0"
"N3-RT11-149","SeuratProject",89932,6569,"8","8","PEP.H0","PEP.H0","PEP.H0","PEP.H0",45.16336774,"thoracic","thoracic 11",3,"N3","hPEP.PIEZOh"
"N3-RT11-150","SeuratProject",274058,12471,"8","8","PEP.H4","PEP.H4","PEP.H4","PEP.H4",56.12481347,"thoracic","thoracic 11",3,"N3","hPEP.PIEZOh"
"N3-RT11-151","SeuratProject",203028,10299,"5","5","Ab.LTMR","Ab.LTMR","Ab.LTMR.1","Ab.LTMR.12",55.95441085,"thoracic","thoracic 11",3,"N3","hAb.LTMR"
"N3-RT11-152","SeuratProject",278896,11962,"5","5","Un.Gi","Un.Gi","Un.Gi","Un.Gi",55.38261564,"thoracic","thoracic 11",3,"N3","hATF3"
"N3-RT11-153","SeuratProject",279772,11958,"6","6","PEP.H5","PEP.H5","PEP.H5","PEP.H5",64.48566061,"thoracic","thoracic 11",3,"N3","hPEP.CHRNA7"
"N3-RT11-154","SeuratProject",304455,11417,"5","5","Ab.LTMR","Ab.LTMR","Ab.LTMR.1","Ab.LTMR.12",54.60702395,"thoracic","thoracic 11",3,"N3","hAb.LTMR"
"N3-RT11-155","SeuratProject",70000,8009,"0","0","Propr","Propr","Propr","Propr",55.97716117,"thoracic","thoracic 11",3,"N3","hPropr"
"N3-RT11-156","SeuratProject",226918,9232,"7","7","Ab.LTMR","Ab.LTMR","Ab.LTMR.2","Ab.LTMR.7",69.43888131,"thoracic","thoracic 11",3,"N3","hAb.LTMR"
"N3-RT11-157","SeuratProject",84832,6109,"7","7","Ab.LTMR","Ab.LTMR","Ab.LTMR.2","Ab.LTMR.14",43.49751712,"thoracic","thoracic 11",3,"N3","hAb.LTMR"
"N3-RT11-159","SeuratProject",129442,7911,"5","5","Ab.LTMR","Ab.LTMR","Ab.LTMR.1","Ab.LTMR.12",38.03156778,"thoracic","thoracic 11",3,"N3","hAb.LTMR"
"N3-RT11-160","SeuratProject",53789,5036,"3","3","PEP.H0","PEP.H0","Ab.LTMR.s22","Ab.LTMR.s22",47.97934072,"thoracic","thoracic 11",3,"N3","hPEP.0"
"N3-RT11-161","SeuratProject",296182,10725,"4","4","PEP.H8","PEP.H8.HC","PEP.H8","PEP.H8",51.54853029,"thoracic","thoracic 11",3,"N3","hPEP.NTRK3"
"N3-RT11-162","SeuratProject",98705,6151,"5","5","Ab.LTMR","Ab.LTMR","Ab.LTMR.1","Ab.LTMR.12",52.33295623,"thoracic","thoracic 11",3,"N3","hAb.LTMR"
"N3-RT11-163","SeuratProject",126683,5571,"3","3","PEP.H0","PEP.H0","PEP.H0","PEP.H0",52.59990093,"thoracic","thoracic 11",3,"N3","hPEP.0"
"N3-RT11-164","SeuratProject",126267,5226,"2","2","PEP.H0","PEP.H0","PEP.H0","PEP.H0",46.33229877,"thoracic","thoracic 11",3,"N3","hPEP.0"
"N3-RT11-165","SeuratProject",341446,11527,"14","14","PEP3","PEP3","PEP3","PEP3",46.64725521,"thoracic","thoracic 11",3,"N3","hPEP.KIT"
"N3-RT11-166","SeuratProject",116909,4675,"0","0","Propr","Propr","Propr","Propr",47.73990808,"thoracic","thoracic 11",3,"N3","hPropr"
"N3-RT11-167","SeuratProject",100039,5004,"2","2","PEP.H0","PEP.H0","PEP.H0","PEP.H0",39.34792641,"thoracic","thoracic 11",3,"N3","hPEP.0"
"N3-RT11-168","SeuratProject",279353,11361,"4","4","PEP.H8","PEP.H8.HC","PEP.H8","PEP.H8",51.49910695,"thoracic","thoracic 11",3,"N3","hPEP.NTRK3"
"N3-RT11-170","SeuratProject",143548,9812,"8","8","PEP.H4","PEP.H4","PEP.H4","PEP.H4",57.55839949,"thoracic","thoracic 11",3,"N3","hPEP.PIEZOh"
"N3-RT11-171","SeuratProject",132721,7679,"0","0","Propr","Propr","Propr","Propr",54.10339881,"thoracic","thoracic 11",3,"N3","hPropr"
"N3-RT11-172","SeuratProject",130002,7187,"13","13","Ad.LTMR","Ad.LTMR.HC","Ad.LTMR","Ad.LTMR",37.57689023,"thoracic","thoracic 11",3,"N3","hAd.LTMR"
"N3-RT11-173","SeuratProject",115191,5351,"9","9","PEP.H0","PEP.H0","PEP.H0","PEP.H0",56.20415789,"thoracic","thoracic 11",3,"N3","hPEP.TRPV1/A1.1"
"N3-RT11-174","SeuratProject",128349,5192,"2","2","PEP.H0","PEP.H0","PEP.H0","PEP.H0",53.73739235,"thoracic","thoracic 11",3,"N3","hPEP.0"
"N3-RT11-175","SeuratProject",85950,5993,"4","4","PEP.H8","PEP.H8.LC","PEP.H8","PEP.H8",NA,"thoracic","thoracic 11",3,"N3","hPEP.NTRK3"
"N3-RT11-176","SeuratProject",90341,3237,"3","3","PEP.H0","PEP.H0","Ab.LTMR.s22","Ab.LTMR.s22",42.52058542,"thoracic","thoracic 11",3,"N3","hPEP.0"
"N3-RT11-177","SeuratProject",158155,10297,"8","8","PEP.H4","PEP.H4","PEP.H4","PEP.H4",42.96739894,"thoracic","thoracic 11",3,"N3","hPEP.PIEZOh"
"N3-RT11-178","SeuratProject",71806,5322,"9","9","PEP1.3","PEP1.3","PEP1.3","PEP1.3",42.84870424,"thoracic","thoracic 11",3,"N3","hPEP.TRPV1/A1.1"
"N3-RT11-179","SeuratProject",124856,5755,"5","5","Ab.LTMR","Ab.LTMR","Ab.LTMR.1","Ab.LTMR.14",59.47318316,"thoracic","thoracic 11",3,"N3","hAb.LTMR"
"N3-RT11-180","SeuratProject",167986,9707,"8","8","PEP.H4","PEP.H4","PEP.H4","PEP.H4",46.1946914,"thoracic","thoracic 11",3,"N3","hPEP.PIEZOh"
"N3-RT11-181","SeuratProject",139186,5918,"7","7","Ab.LTMR","Ab.LTMR","Ab.LTMR.2","Ab.LTMR.7",66.2868746,"thoracic","thoracic 11",3,"N3","hAb.LTMR"
"N3-RT11-182","SeuratProject",90153,3463,"3","3","Ab.LTMR","Ab.LTMR","Ab.LTMR.2","Ab.LTMR.7",68.25528239,"thoracic","thoracic 11",3,"N3","hAb.LTMR"
"N3-RT11-183","SeuratProject",81447,6131,"6","6","PEP.H5","PEP.H5","PEP.H5","PEP.H5",57.08082034,"thoracic","thoracic 11",3,"N3","hPEP.CHRNA7"
"N3-RT11-184","SeuratProject",276292,11479,"8","8","PEP.H4","PEP.H4","PEP.H4","PEP.H4",52.9497264,"thoracic","thoracic 11",3,"N3","hPEP.PIEZOh"
"N3-RT11-185","SeuratProject",78312,6223,"1","1","NP1","NP1","NP1","NP1",44.33826666,"thoracic","thoracic 11",3,"N3","hNP1"
"N3-RT11-186","SeuratProject",214293,10757,"10","10","NP1","NP1","NP1","NP1",52.39374491,"thoracic","thoracic 11",3,"N3","hNP1"
"N3-RT11-187","SeuratProject",211854,10733,"13","13","Ad.LTMR","Ad.LTMR.HC","Ad.LTMR","Ad.LTMR",55.7834877,"thoracic","thoracic 11",3,"N3","hAd.LTMR"
"N3-RT11-188","SeuratProject",53253,4571,"7","7","Ab.LTMR","Ab.LTMR","Ab.LTMR.2","Ab.LTMR.14",69.26446915,"thoracic","thoracic 11",3,"N3","hAb.LTMR"
"N3-RT11-189","SeuratProject",122663,7899,"7","7","Ab.LTMR","Ab.LTMR","Ab.LTMR.2","Ab.LTMR.14",68.72931537,"thoracic","thoracic 11",3,"N3","hAb.LTMR"
"N3-RT11-190","SeuratProject",141104,8271,"7","7","Ab.LTMR","Ab.LTMR","Ab.LTMR.2","Ab.LTMR.14",56.4302415,"thoracic","thoracic 11",3,"N3","hAb.LTMR"
"N3-RT11-191","SeuratProject",104404,8221,"18","18","Un.Gi","Un.Gi","Un.Gi","Un.Gi",55.35962099,"thoracic","thoracic 11",3,"N3","hATF3"
"N3-RT11-192","SeuratProject",188188,10215,"13","13","Ad.LTMR","Ad.LTMR.HC","Ad.LTMR","Ad.LTMR",51.437261,"thoracic","thoracic 11",3,"N3","hAd.LTMR"
"N4-RL3-1","SeuratProject",180048,11956,"10","10","NP2","NP2","NP2","NP2",56.52042173,"lumbar","lumbar 3",2,"N4","hNP1"
"N4-RL3-2","SeuratProject",84277,6717,"9","9","PEP1.3","PEP1.3","PEP1.3","PEP1.3",54.43186999,"lumbar","lumbar 3",2,"N4","hPEP.TRPV1/A1.1"
"N4-RL3-3","SeuratProject",486736,13232,"4","4","PEP.H8","PEP.H8.HC","PEP.H8","PEP.H8",66.86063205,"lumbar","lumbar 3",2,"N4","hPEP.NTRK3"
"N4-RL3-4","SeuratProject",114340,4562,"4","4","PEP.H8","PEP.H8.LC","PEP.H8","PEP.H8",57.19224114,"lumbar","lumbar 3",2,"N4","hPEP.NTRK3"
"N4-RL3-5","SeuratProject",93725,6475,"2","2","PEP.H0","PEP.H0","PEP.H0","PEP.H0",50.5886502,"lumbar","lumbar 3",2,"N4","hPEP.0"
"N4-RL3-6","SeuratProject",75833,5929,"2","2","PEP.H0","PEP.H0","PEP.H0","PEP.H0",56.53168414,"lumbar","lumbar 3",2,"N4","hPEP.0"
"N4-RL3-7","SeuratProject",163195,9555,"8","8","PEP.H4","PEP.H4","PEP.H4","PEP.H4",51.99122618,"lumbar","lumbar 3",2,"N4","hPEP.PIEZOh"
"N4-RL3-8","SeuratProject",108380,7808,"1","1","NP1","NP1","NP1","NP1",48.70364783,"lumbar","lumbar 3",2,"N4","hNP1"
"N4-RL3-9","SeuratProject",142931,7324,"17","17","C.LTMR","C.LTMR","C.LTMR","C.LTMR",42.0387502,"lumbar","lumbar 3",2,"N4","hC.LTMR"
"N4-RL3-10","SeuratProject",86134,7053,"1","1","NP1","NP1","NP1","NP1",49.64868378,"lumbar","lumbar 3",2,"N4","hNP1"
"N4-RL3-11","SeuratProject",168070,9631,"10","10","NP1","NP1","NP1","NP1",55.31360301,"lumbar","lumbar 3",2,"N4","hNP1"
"N4-RL3-12","SeuratProject",120340,8121,"11","11","Ad.LTMR","Ad.LTMR.LC","Ad.LTMR","Ad.LTMR",66.16190467,"lumbar","lumbar 3",2,"N4","hAd.LTMR"
"N4-RL3-13","SeuratProject",113949,7336,"11","11","Ad.LTMR","Ad.LTMR.LC","Ad.LTMR","Ad.LTMR",47.793219,"lumbar","lumbar 3",2,"N4","hAd.LTMR"
"N4-RL3-14","SeuratProject",77021,5818,"0","0","Propr","Propr","Propr","Propr",58.31657468,"lumbar","lumbar 3",2,"N4","hPropr"
"N4-RL3-15","SeuratProject",233418,10311,"10","10","NP1","NP1","NP1","NP1",47.48586392,"lumbar","lumbar 3",2,"N4","hNP1"
"N4-RL3-16","SeuratProject",124336,7947,"2","2","PEP.H0","PEP.H0","PEP.H0","PEP.H0",55.71497162,"lumbar","lumbar 3",2,"N4","hPEP.0"
"N4-RL3-17","SeuratProject",181201,9430,"16","16","NP2","NP2","NP2","NP2",44.19445095,"lumbar","lumbar 3",2,"N4","hNP2"
"N4-RL3-18","SeuratProject",161903,9387,"0","0","Propr","Propr","Propr","Propr",54.89770536,"lumbar","lumbar 3",2,"N4","hPropr"
"N4-RL3-19","SeuratProject",298832,11880,"15","15","PEP.H4.15","PEP.H4.15","PEP.H4.15","PEP.H4.15",41.59726639,"lumbar","lumbar 3",2,"N4","hPEP.TRPV1/A1.2"
"N4-RL3-20","SeuratProject",238936,10600,"14","14","PEP3","PEP3","PEP3","PEP3",41.53600381,"lumbar","lumbar 3",2,"N4","hPEP.KIT"
"N4-RL3-21","SeuratProject",84482,4970,"1","1","NP1","NP1","NP1","NP1",49.08125161,"lumbar","lumbar 3",2,"N4","hNP1"
"N4-RL3-22","SeuratProject",100837,7576,"10","10","NP1","NP1","NP1","NP1",45.47242083,"lumbar","lumbar 3",2,"N4","hNP1"
"N4-RL3-23","SeuratProject",139680,7377,"2","2","PEP.H0","PEP.H0","PEP.H0","PEP.H0",44.46730312,"lumbar","lumbar 3",2,"N4","hPEP.0"
"N4-RL3-24","SeuratProject",146809,8773,"10","10","NP1","NP1","NP1","NP1",50.85223259,"lumbar","lumbar 3",2,"N4","hNP1"
"N4-RL3-25","SeuratProject",97616,6676,"2","2","PEP.H0","PEP.H0","PEP.H0","PEP.H0",54.39677153,"lumbar","lumbar 3",2,"N4","hPEP.0"
"N4-RL3-26","SeuratProject",104319,7058,"14","14","PEP3","PEP3","PEP3","PEP3",40.63731927,"lumbar","lumbar 3",2,"N4","hPEP.KIT"
"N4-RL3-27","SeuratProject",140878,5951,"7","7","Ab.LTMR","Ab.LTMR","Ab.LTMR.2","Ab.LTMR.7",57.10312189,"lumbar","lumbar 3",2,"N4","hAb.LTMR"
"N4-RL3-28","SeuratProject",295137,10118,"5","5","Ab.LTMR","Ab.LTMR","Ab.LTMR.1","Ab.LTMR.12",32.95562699,"lumbar","lumbar 3",2,"N4","hAb.LTMR"
"N4-RL3-29","SeuratProject",102067,5395,"3","3","TRPM8","TRPM8","TRPM8","TRPM8",42.4306581,"lumbar","lumbar 3",2,"N4","hTRPM8"
"N4-RL3-30","SeuratProject",185626,8998,"5","5","Ab.LTMR","Ab.LTMR","Ab.LTMR.1","Ab.LTMR.12",61.13066438,"lumbar","lumbar 3",2,"N4","hAb.LTMR"
"N4-RL3-31","SeuratProject",147351,7884,"5","5","Ab.LTMR","Ab.LTMR","Ab.LTMR.1","Ab.LTMR.14",59.51598503,"lumbar","lumbar 3",2,"N4","hAb.LTMR"
"N4-RL3-32","SeuratProject",323563,11869,"8","8","PEP.H4","PEP.H4","PEP.H4","PEP.H4",49.4302208,"lumbar","lumbar 3",2,"N4","hPEP.PIEZOh"
"N4-RL3-33","SeuratProject",101310,6500,"1","1","NP1","NP1","NP1","NP1",51.5361789,"lumbar","lumbar 3",2,"N4","hNP1"
"N4-RL3-34","SeuratProject",78145,5355,"2","2","PEP.H0","PEP.H0","PEP.H0","PEP.H0",53.03382131,"lumbar","lumbar 3",2,"N4","hPEP.0"
"N4-RL3-35","SeuratProject",119005,6365,"2","2","PEP.H0","PEP.H0","PEP.H0","PEP.H0",41.94778994,"lumbar","lumbar 3",2,"N4","hPEP.0"
"N4-RL3-36","SeuratProject",108570,7450,"1","1","NP1","NP1","NP1","NP1",48.46779343,"lumbar","lumbar 3",2,"N4","hNP1"
"N4-RL3-37","SeuratProject",136610,6196,"2","2","PEP.H0","PEP.H0","PEP.H0","PEP.H0",56.41895884,"lumbar","lumbar 3",2,"N4","hPEP.0"
"N4-RL3-38","SeuratProject",125006,6883,"15","15","PEP.H4.15","PEP.H4.15","PEP.H4.15","PEP.H4.15",34.02021114,"lumbar","lumbar 3",2,"N4","hPEP.TRPV1/A1.2"
"N4-RL3-39","SeuratProject",82084,5275,"9","9","PEP1.3","PEP1.3","PEP1.3","PEP1.3",47.57961695,"lumbar","lumbar 3",2,"N4","hPEP.TRPV1/A1.1"
"N4-RL3-40","SeuratProject",81081,6311,"1","1","NP1","NP1","NP1","NP1",47.12249785,"lumbar","lumbar 3",2,"N4","hNP1"
"N4-RL3-41","SeuratProject",176898,8435,"0","0","Propr","Propr","Propr","Propr",55.74924019,"lumbar","lumbar 3",2,"N4","hPropr"
"N4-RL3-42","SeuratProject",43644,4455,"14","14","PEP3","PEP3","PEP3","PEP3",41.82620189,"lumbar","lumbar 3",2,"N4","hPEP.KIT"
"N4-RL3-43","SeuratProject",127506,7801,"15","15","PEP.H4.15","PEP.H4.15","PEP.H4.15","PEP.H4.15",39.46101861,"lumbar","lumbar 3",2,"N4","hPEP.TRPV1/A1.2"
"N4-RL3-44","SeuratProject",100857,5853,"11","11","Ad.LTMR","Ad.LTMR.HC","Ad.LTMR","Ad.LTMR",46.55162448,"lumbar","lumbar 3",2,"N4","hAd.LTMR"
"N4-RL3-45","SeuratProject",153073,6273,"2","2","PEP.H0","PEP.H0","PEP.H0","PEP.H0",43.43893458,"lumbar","lumbar 3",2,"N4","hPEP.0"
"N4-RL3-46","SeuratProject",253079,10068,"8","8","PEP.H4","PEP.H4","PEP.H4","PEP.H4",50.03187971,"lumbar","lumbar 3",2,"N4","hPEP.PIEZOh"
"N4-RL3-47","SeuratProject",125360,7432,"10","10","NP1","NP1","NP1","NP1",48.96437586,"lumbar","lumbar 3",2,"N4","hNP1"
"N4-RL3-48","SeuratProject",142423,6501,"11","11","Ad.LTMR","Ad.LTMR.LC","Ad.LTMR","Ad.LTMR",49.67432214,"lumbar","lumbar 3",2,"N4","hAd.LTMR"
"N4-RL3-49","SeuratProject",260054,10684,"0","0","Propr","Propr","Propr","Propr",72.13688452,"lumbar","lumbar 3",2,"N4","hPropr"
"N4-RL3-50","SeuratProject",181312,9094,"5","5","Ab.LTMR","Ab.LTMR","Ab.LTMR.1","Ab.LTMR.12",70.20477449,"lumbar","lumbar 3",2,"N4","hAb.LTMR"
"N4-RL3-51","SeuratProject",165117,9685,"0","0","Propr","Propr","Propr","Propr",81.93773388,"lumbar","lumbar 3",2,"N4","hPropr"
"N4-RL3-52","SeuratProject",158485,7132,"9","9","PEP1.3","PEP1.3","PEP1.3","PEP1.3",42.90809263,"lumbar","lumbar 3",2,"N4","hPEP.TRPV1/A1.1"
"N4-RL3-53","SeuratProject",150983,8967,"10","10","NP1","NP1","NP1","NP1",49.19784971,"lumbar","lumbar 3",2,"N4","hNP1"
"N4-RL3-54","SeuratProject",248687,10621,"13","13","Ad.LTMR","Ad.LTMR.HC","Ad.LTMR","Ad.LTMR",46.91941187,"lumbar","lumbar 3",2,"N4","hAd.LTMR"
"N4-RL3-55","SeuratProject",103969,6901,"8","8","PEP.H0","PEP.H0","PEP.H0","PEP.H0",45.93210165,"lumbar","lumbar 3",2,"N4","hPEP.PIEZOh"
"N4-RL3-56","SeuratProject",367588,11320,"8","8","PEP.H4","PEP.H4","PEP.H4","PEP.H4",62.99752161,"lumbar","lumbar 3",2,"N4","hPEP.PIEZOh"
"N4-RL3-57","SeuratProject",99780,6436,"11","11","Ad.LTMR","Ad.LTMR.LC","Ad.LTMR","Ad.LTMR",48.17795896,"lumbar","lumbar 3",2,"N4","hAd.LTMR"
"N4-RL3-58","SeuratProject",89223,6766,"0","0","Un.Gi","Un.Gi","Un.Gi","Un.Gi",68.5345224,"lumbar","lumbar 3",2,"N4","hATF3"
"N4-RL3-59","SeuratProject",144753,9224,"10","10","NP1","NP1","NP1","NP1",48.25717736,"lumbar","lumbar 3",2,"N4","hNP1"
"N4-RL3-60","SeuratProject",127798,7834,"16","16","NP2","NP2","NP2","NP2",53.21357718,"lumbar","lumbar 3",2,"N4","hNP2"
"N4-RL3-62","SeuratProject",87296,6403,"14","14","PEP3","PEP3","PEP3","PEP3",51.52382455,"lumbar","lumbar 3",2,"N4","hPEP.KIT"
"N4-RL3-64","SeuratProject",111945,7302,"16","16","NP2","NP2","NP2","NP2",44.15121489,"lumbar","lumbar 3",2,"N4","hNP2"
"N4-RL3-65","SeuratProject",66983,4772,"6","6","PEP.H5","PEP.H5","PEP.H5","PEP.H5",33.73834869,"lumbar","lumbar 3",2,"N4","hPEP.CHRNA7"
"N4-RL3-66","SeuratProject",90376,6744,"2","2","PEP.H0","PEP.H0","PEP.H0","PEP.H0",42.56547783,"lumbar","lumbar 3",2,"N4","hPEP.0"
