"","orig.ident","nCount_RNA","nFeature_RNA","cell_id","donor","level","Xenium_id","RNA_snn_res.2.5","seurat_clusters","cell_type","cell_type_manual","large_group"
"Neuron217","pbmc3k",4434,58,"10906-14138","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","12","12","hPropr","hPropr","NF"
"Neuron218","pbmc3k",6955,60,"10370-14038","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","12","12","hPropr","hPropr","NF"
"Neuron219","pbmc3k",1457,48,"10078-13854","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","12","12","hPropr","hPropr","NF"
"Neuron220","pbmc3k",8489,68,"10917-15069","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","8","8","hAb.LTMR","hAb.LTMR","NF"
"Neuron221","pbmc3k",2772,61,"10654-14799","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","4","4","hPEP.PIEZOh","hPEP.PIEZOh","PEP"
"Neuron222","pbmc3k",3714,55,"09706-15340","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","13","13","hAd.LTMR","hAd.LTMR","NF"
"Neuron223","pbmc3k",5859,72,"09823-16464","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","4","4","hPEP.PIEZOh","hPEP.PIEZOh","PEP"
"Neuron224","pbmc3k",463,32,"09781-17138","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","12","12","hPropr","hPropr","NF"
"Neuron225","pbmc3k",4808,65,"09724-11184","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","6","6","hAd.LTMR","hAd.LTMR","NF"
"Neuron226","pbmc3k",3632,72,"09556-11522","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","3","3","hSST","hSST","NP"
"Neuron227","pbmc3k",2521,61,"09246-11930","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","11","11","unidentified","unidentified","NF"
"Neuron228","pbmc3k",8315,68,"09183-11464","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","10","10","hPEP.NTRK3","hPEP.NTRK3","PEP"
"Neuron229","pbmc3k",9965,69,"09926-12476","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","6","6","hAd.LTMR","hAd.LTMR","NF"
"Neuron230","pbmc3k",8615,70,"09454-12743","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","6","6","hAd.LTMR","hAd.LTMR","NF"
"Neuron231","pbmc3k",4147,66,"08934-11662","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","12","12","hPropr","hPropr","NF"
"Neuron232","pbmc3k",2049,70,"09138-10715","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","3","3","hSST","hSST","NP"
"Neuron233","pbmc3k",6159,70,"09359-09853","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","4","4","hPEP.PIEZOh","hPEP.PIEZOh","PEP"
"Neuron234","pbmc3k",308,40,"09126-09498","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","11","11","unidentified","unidentified","NF"
"Neuron235","pbmc3k",10723,71,"08644-09579","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","10","10","hPEP.NTRK3","hPEP.NTRK3","PEP"
"Neuron236","pbmc3k",5552,68,"08182-09199","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","4","4","hPEP.PIEZOh","hPEP.PIEZOh","PEP"
"Neuron237","pbmc3k",8567,74,"08048-09776","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","15","15","hNP2","hNP2","NP"
"Neuron238","pbmc3k",3373,69,"08617-04413","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","9","9","hPEP.CHRNA7","hPEP.CHRNA7","PEP"
"Neuron239","pbmc3k",9900,68,"08569-04712","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","13","13","hAd.LTMR","hAd.LTMR","NF"
"Neuron240","pbmc3k",6008,71,"08244-04615","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","9","9","hPEP.CHRNA7","hPEP.CHRNA7","PEP"
"Neuron241","pbmc3k",5561,71,"08238-04964","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","12","12","hPropr","hPropr","NF"
"Neuron242","pbmc3k",2789,63,"08495-04978","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","0","0","hNP1","hNP1","NP"
"Neuron243","pbmc3k",5376,70,"08651-05258","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","3","3","hSST","hSST","NP"
"Neuron244","pbmc3k",2931,60,"08625-05433","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","2","2","hPEP.TRPV1/A1.1","hPEP.TRPV1/A1.1","PEP"
"Neuron245","pbmc3k",3112,74,"08436-05459","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","15","15","hNP2","hNP2","NP"
"Neuron246","pbmc3k",1921,54,"08950-06286","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","16","16","hTRPM8","hTRPM8","NP"
"Neuron247","pbmc3k",9178,72,"08234-11377","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","0","0","hNP1","hNP1","NP"
"Neuron248","pbmc3k",9467,69,"08431-11977","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","12","12","hPropr","hPropr","NF"
"Neuron249","pbmc3k",3194,65,"08424-12271","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","7","7","hPEP.KIT","hPEP.KIT","PEP"
"Neuron250","pbmc3k",5864,71,"08648-12293","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","16","16","hTRPM8","hTRPM8","NP"
"Neuron251","pbmc3k",6497,73,"08492-12714","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","9","9","hPEP.CHRNA7","hPEP.CHRNA7","PEP"
"Neuron252","pbmc3k",6081,69,"08891-12782","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","6","6","hAd.LTMR","hAd.LTMR","NF"
"Neuron253","pbmc3k",6143,67,"08836-13432","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","12","12","hPropr","hPropr","NF"
"Neuron254","pbmc3k",7222,75,"08539-13521","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","3","3","hSST","hSST","NP"
"Neuron255","pbmc3k",6714,61,"08666-15418","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","8","8","hAb.LTMR","hAb.LTMR","NF"
"Neuron256","pbmc3k",3518,62,"08233-15937","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","9","9","hPEP.CHRNA7","hPEP.CHRNA7","PEP"
"Neuron257","pbmc3k",4023,63,"08252-16413","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","16","16","hTRPM8","hTRPM8","NP"
"Neuron258","pbmc3k",568,49,"09102-16408","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","4","4","hPEP.PIEZOh","hPEP.PIEZOh","PEP"
"Neuron259","pbmc3k",4836,72,"07537-04955","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","15","15","hNP2","hNP2","NP"
"Neuron260","pbmc3k",8458,73,"07474-05261","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","6","6","hAd.LTMR","hAd.LTMR","NF"
"Neuron261","pbmc3k",4298,66,"07617-05540","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","9","9","hPEP.CHRNA7","hPEP.CHRNA7","PEP"
"Neuron262","pbmc3k",6248,74,"07621-05991","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","0","0","hNP1","hNP1","NP"
"Neuron263","pbmc3k",5816,70,"07855-06201","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","15","15","hNP2","hNP2","NP"
"Neuron264","pbmc3k",4911,65,"07531-06288","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","9","9","hPEP.CHRNA7","hPEP.CHRNA7","PEP"
"Neuron265","pbmc3k",4042,73,"07494-06607","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","15","15","hNP2","hNP2","NP"
"Neuron266","pbmc3k",1046,59,"07347-06099","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","6","6","hAd.LTMR","hAd.LTMR","NF"
"Neuron267","pbmc3k",7528,76,"07293-05820","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","4","4","hPEP.PIEZOh","hPEP.PIEZOh","PEP"
"Neuron268","pbmc3k",6921,69,"06917-05602","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","8","8","hAb.LTMR","hAb.LTMR","NF"
"Neuron269","pbmc3k",1494,62,"06808-05851","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","11","11","unidentified","unidentified","NF"
"Neuron270","pbmc3k",4292,65,"06465-05919","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","11","11","unidentified","unidentified","NF"
"Neuron271","pbmc3k",1647,57,"06645-06144","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","11","11","unidentified","unidentified","NF"
"Neuron272","pbmc3k",3055,62,"07064-06361","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","2","2","hPEP.TRPV1/A1.1","hPEP.TRPV1/A1.1","PEP"
"Neuron273","pbmc3k",11088,70,"06574-06439","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","6","6","hAd.LTMR","hAd.LTMR","NF"
"Neuron274","pbmc3k",5335,75,"06799-06649","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","15","15","hNP2","hNP2","NP"
"Neuron275","pbmc3k",6899,67,"06686-06853","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","10","10","hPEP.NTRK3","hPEP.NTRK3","PEP"
"Neuron276","pbmc3k",1087,63,"06775-07095","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","3","3","hSST","hSST","NP"
"Neuron277","pbmc3k",8891,74,"07747-08186","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","0","0","hNP1","hNP1","NP"
"Neuron278","pbmc3k",1353,61,"07940-08098","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","3","3","hSST","hSST","NP"
"Neuron279","pbmc3k",2433,63,"08117-08276","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","0","0","hNP1","hNP1","NP"
"Neuron280","pbmc3k",7579,78,"07927-08495","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","3","3","hSST","hSST","NP"
"Neuron281","pbmc3k",8174,73,"07333-08153","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","6","6","hAd.LTMR","hAd.LTMR","NF"
"Neuron282","pbmc3k",1185,56,"06854-08390","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","6","6","hAd.LTMR","hAd.LTMR","NF"
"Neuron283","pbmc3k",2782,66,"06665-08765","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","2","2","hPEP.TRPV1/A1.1","hPEP.TRPV1/A1.1","PEP"
"Neuron284","pbmc3k",3429,70,"06533-08969","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","3","3","hSST","hSST","NP"
"Neuron285","pbmc3k",2164,61,"06155-08531","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","12","12","hPropr","hPropr","NF"
"Neuron286","pbmc3k",4371,61,"06040-09194","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","0","0","hNP1","hNP1","NP"
"Neuron287","pbmc3k",11695,71,"05921-08931","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","4","4","hPEP.PIEZOh","hPEP.PIEZOh","PEP"
"Neuron288","pbmc3k",8098,67,"07390-09391","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","13","13","hAd.LTMR","hAd.LTMR","NF"
"Neuron289","pbmc3k",2437,63,"07658-09329","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","2","2","hPEP.TRPV1/A1.1","hPEP.TRPV1/A1.1","PEP"
"Neuron290","pbmc3k",8553,71,"07503-09933","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","12","12","hPropr","hPropr","NF"
"Neuron291","pbmc3k",3506,71,"07148-09748","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","16","16","hTRPM8","hTRPM8","NP"
"Neuron292","pbmc3k",2537,72,"06956-10293","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","7","7","hPEP.KIT","hPEP.KIT","PEP"
"Neuron293","pbmc3k",8063,73,"06846-10456","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","1","1","hPEP.TRPV1/A1.2","hPEP.TRPV1/A1.2","PEP"
"Neuron294","pbmc3k",4555,64,"06483-10516","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","12","12","hPropr","hPropr","NF"
"Neuron295","pbmc3k",5584,73,"06278-10072","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","3","3","hSST","hSST","NP"
"Neuron296","pbmc3k",9455,79,"06092-10216","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","3","3","hSST","hSST","NP"
"Neuron297","pbmc3k",9326,74,"05961-06396","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","9","9","hPEP.CHRNA7","hPEP.CHRNA7","PEP"
"Neuron298","pbmc3k",423,41,"05763-06609","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","12","12","hPropr","hPropr","NF"
"Neuron299","pbmc3k",8886,69,"05907-06814","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","12","12","hPropr","hPropr","NF"
"Neuron300","pbmc3k",8097,77,"06034-07078","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","3","3","hSST","hSST","NP"
"Neuron301","pbmc3k",317,44,"05936-07255","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","3","3","hSST","hSST","NP"
"Neuron302","pbmc3k",551,43,"06207-07185","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","11","11","unidentified","unidentified","NF"
"Neuron303","pbmc3k",422,49,"05762-07231","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","3","3","hSST","hSST","NP"
"Neuron304","pbmc3k",6804,76,"05595-07421","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","15","15","hNP2","hNP2","NP"
"Neuron305","pbmc3k",1034,54,"05592-07247","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","3","3","hSST","hSST","NP"
"Neuron306","pbmc3k",7963,74,"05495-07762","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","0","0","hNP1","hNP1","NP"
"Neuron307","pbmc3k",7053,69,"05220-07813","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","0","0","hNP1","hNP1","NP"
"Neuron308","pbmc3k",10772,77,"05114-07531","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","10","10","hPEP.NTRK3","hPEP.NTRK3","PEP"
"Neuron309","pbmc3k",3699,66,"05226-08069","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","9","9","hPEP.CHRNA7","hPEP.CHRNA7","PEP"
"Neuron310","pbmc3k",8718,77,"04703-07501","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","10","10","hPEP.NTRK3","hPEP.NTRK3","PEP"
"Neuron311","pbmc3k",2775,64,"04693-07715","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","10","10","hPEP.NTRK3","hPEP.NTRK3","PEP"
"Neuron312","pbmc3k",6800,69,"04928-08276","N3","L3","output-XETG00171__0018220__Region_1__20240207__003742","0","0","hNP1","hNP1","NP"
